index,prediction
3019,
104613,1.0 pound
124187,17.0 kilogram
3012,
124181,
2998,
104641,1.3 kilogram
124191,
124177,
2985,410.0 gram
2983,16.6 pound
2982,4.5 kilogram
124176,114.0 gram
124172,18.1 pound
2975,283.0 gram
124170,220.0 pound
2988,
124169,
104600,1.8 pound
3033,16.0 ounce
3066,14.0 kilogram
124201,8.5 pound
3061,
3060,108.0 pound
124199,2.8 pound
3055,
3053,1.0 pound
124192,3.0 pound
3052,
3050,1.8 pound
124198,28.0 pound
124197,8.2 pound
3041,300.0 gram
124193,
3036,
104586,
104565,
124168,
2970,
124165,113.0 gram
104727,
2921,8.8 ounce
124138,
124137,
104739,56.0 gram
124133,
2909,
124140,2.1 ounce
2906,
2903,
2897,
2893,
2890,1.0 pound
124132,11.0 pound
124131,64.0 pound
104775,71.0 pound
2904,
124141,250.0 gram
124145,2.0 pound
2931,1.0 pound
2964,340.0 gram
104681,35.0 kilogram
124163,1.0 gram
2958,
124160,5.0 kilogram
104692,
2951,2.4 pound
124159,2.6 kilogram
104695,
124157,16.0 pound
124154,7.5 gram
124153,28.0 ounce
104701,283.5 gram
124152,
124149,
2939,450.0 gram
124147,
124130,
124333,
104065,3.2 gram
104064,1.0 gram
3936,9.2 pound
3935,7.1 ounce
124516,6.0 pound
124512,
103435,
3933,0.7 pound
3930,1.0 gram
124518,
3925,200.0 gram
3918,250.0 kilogram
124509,
3915,1.0 pound
124507,
124506,
103465,1.0 kilogram
3900,4.3 ounce
124510,
3899,454.0 gram
124520,2.0 pound
124523,
103349,
124542,1.0 gram
4006,34.2 pound
124541,18.0 pound
4000,3.0 gram
124536,
124534,
3944,
3983,28.0 pound
3972,
124530,
124529,430.0 pound
124527,2.5 kilogram
3964,
124526,
124524,12.7 ounce
3978,15.7 ounce
3895,5.0 ounce
124505,
124504,360.0 pound
3833,850.0 gram
124487,
3830,
103565,300.0 pound
3826,
124486,1.0 gram
124484,4.0 gram
124489,391657.0 pound
103581,3.0 pound
103589,1.0 gram
124480,3.1 gram
103591,
124479,
124477,
3800,8.0 ounce
103601,
124481,110.0 pound
103557,3.0 kilogram
3845,
3846,
3885,950.0 gram
3884,34.0 gram
124501,0.5 pound
103502,300.0 kilogram
124500,4.0 gram
124499,
124498,0.2 pound
124497,
124496,
3872,3.0 ounce
3869,
124493,
3862,
124492,4.9 kilogram
3853,1200.0 gram
3852,69.2 kilogram
124491,
124544,8.5 ounce
103602,2.0 gram
124545,10.0 pound
4018,2.3 kilogram
4158,236.0 gram
124597,
4151,1.4 kilogram
4150,
4148,65.0 pound
4147,300.0 gram
124595,
103166,13.0 kilogram
4143,711.0 gram
103191,4.6 gram
124592,0.3 ounce
4138,
4136,
4126,156.0 gram
124590,150.0 pound
124588,4.0 gram
124593,14.6 kilogram
4115,
124600,0.7 pound
124604,1.1 pound
124633,4.0 gram
124630,
124628,30.0 gram
4207,10.0 gram
124625,8.0 gram
124622,3.5 kilogram
4200,2.0 pound
124601,12.9 ounce
124615,
4192,1.0 kilogram
4191,1.0 pound
124614,22.2 ounce
124612,58.5 pound
124608,
124607,6.0 pound
124605,3.0 pound
4194,
4114,0.1 pound
124586,
4106,200.0 gram
124571,
124570,1.7 pound
103318,100.0 gram
124569,0.8 pound
124567,
124565,150.0 kilogram
124564,10.0 pound
4055,2.4 kilogram
124563,32.3 ounce
124561,6.0 gram
4025,
4023,1.0 pound
124556,0.7 pound
124553,2.8 pound
124551,
124550,1.0 pound
4028,1.9 pound
124573,
4059,
124576,8.0 pound
103227,
124584,
4100,
124583,
124582,
103238,2.0 gram
103245,2.2 pound
4088,7.0 ounce
124581,
4083,
124580,
4078,
4075,32.0 gram
103277,
124579,8.0 kilogram
4067,600.0 pound
103282,
124548,10.0 pound
2701,25.0 gram
3796,128.0 gram
124474,80.0 pound
124380,45.0 pound
3574,21.2 gram
3572,5.0 pound
3571,
103918,3.0 pound
124378,
3569,1.2 kilogram
124381,4.2 ounce
3561,454.0 gram
3558,128.0 gram
124375,3.5 kilogram
3557,8.0 gram
3556,5.0 pound
124372,3.6 pound
3545,7.0 ounce
3539,
124376,115.0 pound
124368,
124383,220.0 pound
3586,8.0 pound
3624,
103851,8.1 ounce
124404,
3617,8.0 ounce
124403,200.0 gram
124399,0.5 pound
3610,
124384,
124394,
3604,15.1 pound
3603,
124392,
124389,10.2 ounce
3592,235.0 gram
124388,550.0 pound
124385,
124393,4.0 pound
124367,2.0 pound
3534,1.7 kilogram
124366,
104035,4.2 kilogram
3466,
3465,2.0 pound
104039,265.0 pound
124346,
3462,14.0 ounce
3461,63.0 pound
3470,
124344,80.0 gram
3458,4.0 gram
3453,
124341,
124339,1.8 pound
3449,23.5 gram
124336,10.0 pound
104060,
124343,
3472,22.0 ounce
124349,
3483,
124364,0.8 pound
3530,
124362,2.0 pound
124361,25.0 pound
124360,7.6 pound
3524,5.0 kilogram
124357,
124356,
124355,9.0 pound
3506,1.7 gram
103994,0.7 ounce
124354,6.0 gram
3490,
3487,
124351,
124350,
3486,6.0 gram
3626,5.0 pound
3792,
124408,13.0 pound
124410,
124455,
3744,2.0 pound
124454,
3738,211.0 gram
3736,8.0 ounce
3733,2.3 kilogram
103692,42.0 gram
124456,10.0 kilogram
124452,
3730,
3729,
124449,4.0 gram
124448,2.7 kilogram
103703,
124447,
103709,3.0 pound
124450,3.0 kilogram
124442,8.5 ounce
3746,5.5 gram
3752,50.0 gram
3789,
103619,7.0 gram
103623,
124471,
124470,2.9 kilogram
3781,2.0 pound
3780,560.0 gram
124460,
124467,
124465,10.0 pound
3772,
124464,
124463,
124462,0.8 pound
3757,12.3 ounce
124461,600.0 gram
3776,6.8 ounce
103714,12.0 gram
3714,
3713,783.0 pound
3662,5.0 kilogram
103787,
103788,1.2 kilogram
103789,
124422,1.0 pound
3657,31.0 kilogram
3656,
124425,13.0 pound
3655,13.0 kilogram
124420,10.5 ounce
124415,1.0 gram
103808,31.0 ounce
124414,
3639,
3635,213.0 gram
103831,
124421,
124426,8.0 gram
124428,
124430,7.7 kilogram
103724,
124439,
3706,2.6 pound
103739,
103740,
124438,
103742,
124437,24.5 kilogram
124436,1.0 pound
124435,
3699,5.0 gram
3698,55156.0 gram
124434,50.0 pound
124433,2.1 ounce
124432,
3686,5.0 ounce
124431,14.0 pound
103840,1.0 gram
123517,3.0 kilogram
124071,
2696,
123712,
123710,
123709,
1752,35.0 pound
123708,
123707,4.4 ounce
1744,
123715,
123705,500.0 pound
123702,103.5 gram
1733,3.0 ounce
123700,350.0 gram
1728,
123699,25.0 pound
1725,59.0 pound
123697,15.0 kilogram
123703,
1718,10.0 gram
123716,27.0 pound
106171,
123730,84.0 gram
1801,15.0 ounce
106126,
123729,22.4 pound
1793,10.0 ounce
106140,
123722,
1765,0.0 gram
123719,
1776,2.1 ounce
1775,3.0 gram
1771,
123718,
123717,12.0 gram
106163,907.0 gram
1768,16.3 kilogram
106152,
1806,450.0 gram
1716,1.0 kilogram
1706,4.0 ounce
123673,700.0 gram
123670,333.0 gram
123669,14.1 pound
1638,
1635,1.0 pound
106337,
123668,12.0 kilogram
123674,
106338,
106341,2.7 pound
123665,0.0 gram
1632,22.0 kilogram
123664,227.0 gram
106350,3.7 ounce
1624,
123663,
1633,9.0 gram
123695,
123675,
123677,
123693,
1697,18.7 kilogram
123692,1.5 ounce
1690,
123690,
123688,
1683,125.0 gram
106324,7.0 kilogram
1682,
123686,0.4 pound
123682,
106310,20.0 kilogram
123681,6.8 kilogram
123679,200.0 kilogram
123678,8.0 ounce
106316,12.0 gram
1668,99.0 gram
123732,300.0 pound
123733,4.0 pound
1809,
1952,4.2 ounce
105957,21.0 pound
123796,
1940,
123795,
123793,2.9 kilogram
123791,
105953,6.0 gram
1936,
1926,6.0 gram
123788,
123787,350.0 pound
1921,
1920,
123784,
123781,3.0 gram
123790,402.0 gram
1915,50.0 kilogram
1953,
1957,15.0 pound
123813,
123810,10.0 pound
1988,2.2 ounce
1987,27.4 kilogram
1982,1.1 pound
105915,3.3 pound
123809,
105945,
1978,283.0 gram
123805,220.0 pound
1966,200.0 gram
123804,2.4 gram
123802,
123800,330.0 pound
123799,2.0 gram
123798,
123808,
123778,
1898,12.0 ounce
1894,2.9 pound
123753,2.4 gram
123752,
123751,3.0 pound
123749,3.0 gram
123748,1.9 kilogram
123747,
123746,
1841,14.3 ounce
1823,
123743,128.0 gram
123742,
1818,7.0 ounce
123741,
123740,49.0 gram
123738,32.0 gram
123735,6.8 kilogram
123745,33.0 pound
123755,1.7 pound
123756,0.1 pound
1848,
106017,13.5 pound
123777,6.0 gram
123775,0.6 kilogram
1887,
123774,10.0 pound
1880,
1877,
106043,
123773,
1869,7.7 pound
1866,64.0 gram
123772,
123771,8.0 ounce
123768,
123766,
123762,10.5 kilogram
123761,80.0 gram
106355,
1621,45.0 pound
1619,3.0 pound
123662,
123573,68.0 pound
106653,1.0 gram
123568,220.0 kilogram
123566,
1391,500.0 gram
123564,13.8 kilogram
123563,2.0 kilogram
106648,
1385,
123559,1.0 gram
123557,115.0 gram
123555,0.5 ounce
1370,21.0 gram
1368,
106688,3.0 pound
1364,
123560,13.2 pound
123552,0.6 pound
123575,331.0 pound
123578,
123593,14.9 ounce
123592,16.0 gram
106600,440.0 pound
123591,2.0 pound
1426,45.0 pound
123590,1.0 pound
1422,850.0 gram
1401,1.8 kilogram
123588,
123585,
123584,
1415,
1413,
123583,
1408,17.5 ounce
123581,12.0 gram
1417,
123551,20.0 kilogram
106699,7.0 kilogram
106700,198.0 gram
1294,
1291,6.0 ounce
123534,20.0 pound
1290,8.0 pound
123533,250.0 kilogram
123530,28.5 gram
123529,0.5 pound
123536,
123526,
1283,6.0 pound
1282,34.2 ounce
106788,0.8 kilogram
123525,10.0 pound
123523,
123521,9.0 pound
1272,
1285,
123538,
123539,360.0 gram
1303,53.0 ounce
1352,
106708,100.0 kilogram
1351,16.0 ounce
1350,222.0 gram
1347,
123546,
1342,3.0 gram
1340,
1333,
1331,9.0 kilogram
123545,27.0 gram
1327,3.1 ounce
1321,0.4 ounce
123544,1.0 pound
123540,
1311,7.0 ounce
1310,22.4 kilogram
106593,4.0 gram
123814,8.0 gram
1439,
106579,2.0 ounce
106410,
1575,27.2 gram
1573,113.0 gram
1572,1.6 kilogram
123642,2.0 kilogram
123638,2.0 gram
123637,
123644,
123634,
1555,310136.0 kilogram
123633,
123631,
1554,
106444,20.6 gram
123629,1.0 kilogram
1549,
1561,500.0 gram
123627,3.0 pound
106404,4.0 gram
1581,
123660,4.6 pound
123659,0.0 gram
123657,10.0 gram
123656,4.0 gram
123655,250.0 pound
106374,250.0 kilogram
106376,0.6 pound
106401,
123653,2.3 kilogram
123652,1.8 pound
123650,5.5 pound
123649,68.0 gram
123648,
123646,20.0 ounce
106387,
1582,84606.0 pound
1605,
123626,
123625,0.7 pound
106461,
1499,8.8 ounce
123606,
123604,
1469,3.5 pound
1468,
106552,
123601,245.0 gram
123607,
123599,
1460,
1459,
123597,
1451,24.0 gram
123596,
1449,11.0 kilogram
1445,0.5 kilogram
123598,4.0 pound
1504,2.4 kilogram
123608,1.0 gram
1505,
1536,
123623,20.0 ounce
1532,2.0 gram
123622,25.0 pound
1529,14.0 ounce
1528,
123621,2.0 gram
123618,12.0 pound
1526,
123617,0.2 kilogram
123616,0.6 pound
123615,
1517,14.3 ounce
123613,5.0 ounce
123612,
123611,0.6 ounce
1507,218.0 gram
123595,200.0 kilogram
123816,
123817,
123818,
123999,
105291,27.0 gram
2471,
2466,4.0 ounce
2463,59.0 pound
123997,
123995,330.0 pound
124001,
105310,250.0 kilogram
123994,
123993,
2453,
2443,343.0 gram
123990,2.3 kilogram
2442,6.5 kilogram
123987,1.8 gram
105315,
105343,1.4 kilogram
124002,8.0 pound
124006,0.0 kilogram
105234,3.9 pound
2518,15.5 pound
2517,6.0 ounce
124018,
2512,2.0 ounce
2509,5.0 ounce
105252,
124004,4.9 pound
124017,
124015,0.3 kilogram
124013,6.3 ounce
124010,
124009,19.1 kilogram
2491,8.0 gram
124008,
124007,
105257,128.0 gram
105346,34.2 ounce
123986,
123985,9.0 pound
105393,2.0 pound
123967,77.2 pound
2387,
2382,1.8 pound
2381,
2377,
123964,8.0 gram
2390,12.0 ounce
123963,6.0 gram
123962,88.0 pound
123961,
123960,300.0 pound
123955,
2363,6.0 gram
2362,2.6 kilogram
123954,
2372,6.6 pound
105390,
123969,
123970,15.0 pound
123983,25.0 pound
105354,0.0 gram
2426,
2425,18.0 pound
2423,30.0 gram
105362,
123980,249.0 gram
2415,2.1 kilogram
123978,17.0 pound
105371,
2410,1.0 pound
123977,
123976,121.0 pound
123973,4.0 gram
2403,
2402,33.0 pound
123972,0.6 pound
124019,15.0 pound
2360,
124020,3.0 gram
2529,60.0 gram
124055,
124054,
2656,600.0 pound
2655,
105053,
2652,
124053,
124057,
2645,3.0 ounce
2631,79.0 gram
105085,8.8 pound
124052,
105100,1.6 pound
2615,26.0 pound
124051,4.0 gram
124049,
105077,3.5 ounce
2607,300.0 gram
124058,3.5 gram
2668,10283.0 gram
124069,
2691,
124066,6.0 pound
105007,8.0 gram
2687,4.2 pound
105014,
124065,
2667,3.0 ounce
124064,
105022,
105023,4.5 pound
2676,
124062,6.0 gram
124060,
2671,
105032,
124063,2.0 gram
2604,2807.0 gram
124046,
124045,7.0 kilogram
2554,6.0 gram
124033,1.2 pound
124032,23.0 gram
105202,
124031,
105204,
2543,
2557,
124029,
2536,10.0 pound
124025,20.0 pound
124024,3.2 pound
2532,106.0 pound
105220,
2531,
124023,9.0 kilogram
124027,150.0 gram
124034,456.0 gram
2562,0.6 pound
2565,
105133,20.0 pound
124043,1.0 pound
2594,9.0 gram
2590,1.4 kilogram
105145,2.0 pound
2586,
124040,89.0 gram
2585,1.9 ounce
2584,22.0 kilogram
2581,
124039,2.0 gram
2577,
124037,
105163,3.8 pound
124035,82.0 gram
2568,105.0 gram
2566,191.0 gram
2528,
124070,2.0 gram
123953,
123950,3.3 pound
2114,
123870,0.6 ounce
123867,
123864,
2107,0.5 kilogram
123863,62.0 gram
123862,58.5 pound
2117,
2106,
123860,65.0 pound
123859,128.0 gram
105771,250.0 kilogram
123858,2.7 pound
2100,
2098,
123855,405.0 pound
2105,
2095,236.0 gram
105750,
123873,0.2 kilogram
2169,171.0 gram
2163,18.0 ounce
123882,8.0 pound
2155,
123881,
105710,
2147,
105742,
2145,
123877,
123876,16.0 gram
123875,4.0 gram
2134,1.0 gram
123874,6.8 kilogram
2129,10.0 gram
105739,6.0 gram
123878,1.0 gram
105784,
2089,3.5 ounce
2088,1.6 pound
2031,
123836,0.7 pound
2027,3.0 gram
123835,3.1 gram
2020,
105871,240.0 gram
2018,1.6 pound
2032,
123833,25.0 pound
123831,
2009,0.5 pound
105888,
2003,
123828,10.0 pound
123827,
123826,
123832,0.5 pound
123840,193.0 gram
123843,
123844,4.0 gram
2087,15.0 ounce
123854,
123853,44.0 pound
123852,0.7 gram
2074,1.5 pound
2069,
123850,
2060,2.0 ounce
123849,
123848,77.0 gram
123847,8.0 gram
2052,250.0 gram
123846,250.0 gram
123845,8.0 kilogram
2051,5.0 pound
2046,12.3 kilogram
2045,2.0 ounce
123883,7.0 pound
123952,3.5 ounce
123886,
123888,
2301,1.4 pound
2297,
123934,3.0 ounce
123933,12.7 kilogram
123932,4.1 gram
123930,28.0 kilogram
2286,
123935,2.0 pound
123929,2.9 ounce
105528,20.0 kilogram
2281,170.0 gram
123927,
105541,27.0 ounce
2273,8.8 kilogram
123924,
123923,
123928,1.4 pound
2267,8.2 pound
2308,3.0 gram
2311,2.5 gram
2349,
123949,0.8 kilogram
2344,16.0 ounce
123947,24.4 kilogram
2340,0.0 gram
123945,6.0 gram
105462,3.9 pound
2309,58.0 ounce
123943,880.0 pound
2325,
2323,226.8 gram
123940,55.0 pound
2322,2.0 ounce
2319,29.0 gram
2317,454.0 gram
123938,71.0 pound
123942,0.0 pound
105555,
123921,3.2 kilogram
2266,
105641,
123902,
2211,75.0 gram
123901,12.7 ounce
2209,
123900,
123899,4.0 gram
2215,200.0 gram
123898,0.3 pound
123895,
123894,0.8 pound
2192,
2191,419.0 gram
123890,75.0 gram
2185,
123889,
105657,
2216,15.0 pound
123904,
105633,
105562,23.8 gram
2261,26.0 gram
123919,
123918,10.0 pound
123917,1.1 kilogram
123915,
2243,3.3 pound
2240,
105593,
123913,
123911,1.5 pound
123909,
2233,23.0 pound
123907,2.0 pound
2228,3.5 pound
105622,
2223,10.7 pound
2176,
124634,
109375,512.0 gram
122789,
111775,30.0 pound
111777,
122257,5.0 pound
111779,0.8 kilogram
111781,
111782,142.0 gram
111785,350.0 pound
111773,
111786,0.6 pound
122256,
111794,600.0 gram
111795,
122255,20.0 kilogram
111797,0.4 pound
111800,
111801,16.0 gram
111791,350.0 gram
122253,1.0 pound
111768,0.4 gram
111765,
111743,4.0 gram
111744,
122260,4.0 ounce
111745,
122259,3.0 pound
111748,
111750,
111766,4.0 ounce
111751,10.8 ounce
111753,
111754,
111755,0.7 ounce
111756,
111759,300.0 pound
111760,2.7 ounce
111761,
111752,
111739,440.0 pound
111804,2.0 gram
111806,
111846,2015.0 gram
111848,5.0 gram
111852,22.0 pound
111853,
111854,20.0 kilogram
111856,7.0 gram
111858,3.5 pound
111845,
111859,17.4 pound
122247,
111863,16.0 ounce
111864,
122246,265.0 pound
111866,2.0 pound
111867,0.3 pound
122244,0.6 pound
111861,5.5 pound
111805,
111842,40.0 gram
111834,
111808,330.0 pound
111809,1.1 ounce
111810,2.0 ounce
111816,
111817,114.0 gram
111819,315.0 gram
111821,30.0 gram
111841,
111822,2.2 pound
122251,100.0 kilogram
111825,21.0 ounce
111827,
111828,0.8 pound
111830,1.3 kilogram
111831,100.0 pound
122249,
122252,4.0 gram
111738,400.0 pound
111736,65.0 gram
111734,
111663,
111664,2.4 ounce
111667,2.5 pound
122283,
111668,80.0 gram
111670,
111671,
111662,2.0 pound
111673,56.0 kilogram
111677,
111678,300.0 gram
122278,9.0 kilogram
122277,220.0 gram
111679,
111681,1.0 kilogram
111683,18.0 pound
111676,
111684,
111659,350.0 pound
111656,
111638,0.3 pound
111639,2.2 kilogram
122293,118.0 gram
111642,
111643,8.0 pound
111644,3.8 pound
122291,0.4 pound
111658,0.3 pound
111646,88.0 pound
122288,350.0 pound
122286,
122284,6.0 pound
111649,10.0 kilogram
111650,
111651,
111655,
122290,7.1 kilogram
111685,5.0 pound
111686,5.0 kilogram
122276,0.2 ounce
111713,
111715,
111716,
111717,6.0 gram
122263,
111718,128.0 gram
111719,751.0 gram
122265,
122262,142.6 gram
111726,
111727,
111729,15.0 kilogram
111730,
111732,
122261,
111733,15.0 pound
111725,200.0 kilogram
111712,128.0 gram
111710,13.0 pound
111709,0.0 gram
111688,
111689,25.0 pound
111693,
111694,2.0 kilogram
111696,500.0 kilogram
122275,400.0 pound
111699,4.0 gram
122272,2.0 pound
111700,7.5 gram
111703,
111704,8.0 pound
122271,
111705,
111706,8.0 ounce
122269,5.0 gram
111707,2.8 kilogram
111708,195.0 gram
122243,
111869,8.0 kilogram
111870,
111872,56.0 gram
112006,
112007,
112008,300.0 gram
122211,5.0 pound
112009,
112010,2.5 pound
122209,250.0 gram
112001,
112012,5.0 ounce
112014,6.0 gram
122208,3.0 pound
112016,
112018,2.0 kilogram
112019,
112020,
112021,
112013,1.2 kilogram
112022,
112000,
111997,
111976,135.0 gram
111977,10.0 kilogram
111979,
111981,2.0 gram
111983,125.0 gram
111984,2.2 pound
111985,1.1 pound
111999,
122217,1.9 kilogram
111987,11.4 gram
122216,80.0 gram
111988,
122214,
111992,
111994,
111995,2.7 pound
111986,2.5 gram
112023,20.0 pound
122207,
112027,
122201,2.0 pound
112048,
112049,
112050,69.0 gram
112052,130.0 gram
112054,
112057,
112047,2.0 pound
112059,4.0 gram
122194,23.4 kilogram
112063,
112065,1030.0 gram
122191,6.0 gram
112067,5.0 pound
122190,0.6 pound
112068,2.0 pound
112061,3.4 gram
112046,1.3 kilogram
112045,88.0 gram
112044,
112028,12.0 ounce
112029,4.0 kilogram
122206,
112030,
122205,6.0 gram
112032,
112034,1.6 ounce
112035,
112036,3.4 gram
112037,
112039,
112040,300.0 pound
112042,
122204,15.0 kilogram
112043,
122203,60.0 pound
122202,12.5 kilogram
111975,
111637,
111974,
111972,0.7 pound
111900,400.0 pound
111902,18.3 ounce
122232,
111905,23.0 gram
111906,
111908,4.0 gram
111911,5.0 gram
111899,1.0 kilogram
111912,
111914,0.0 gram
111915,1.1 pound
122231,39.0 pound
111916,3.6 pound
111917,
111920,
122230,30.0 kilogram
111913,
122229,
122233,45.0 pound
122235,
122241,
111873,1.0 pound
111875,3.5 kilogram
111876,18.0 ounce
111877,
111879,4.8 pound
111880,73.0 gram
111898,
111884,
111886,400.0 pound
122238,10.0 kilogram
111888,
111891,1.0 gram
111892,13.0 pound
111894,64.0 pound
111895,
111885,1.0 kilogram
111922,9.0 kilogram
111924,
122227,
122221,
111953,
111954,
111955,160.0 gram
111956,
111958,330.0 pound
111959,0.8 pound
111952,2.0 ounce
111960,3.0 pound
111963,330.0 pound
111964,330.0 pound
111967,70.0 pound
111968,6.0 gram
111969,
111971,
122220,20.0 pound
111961,
122222,0.8 pound
111949,
122223,16.0 kilogram
111927,8.0 gram
111928,5.0 ounce
122225,0.1 pound
111929,4.0 gram
111931,220.0 gram
111933,128.0 gram
111935,1.0 pound
111936,13.5 gram
111937,
111938,0.2 kilogram
111939,30.0 pound
111940,
111943,12.0 kilogram
111945,
111946,5.6 ounce
111947,7.0 gram
111948,
111973,
111634,4.3 ounce
111633,
111632,
111300,
111301,
111302,12.2 pound
111306,37.0 gram
111308,20.0 pound
111309,50.0 gram
111311,0.3 pound
111299,3.6 pound
111316,
111321,
111322,50.0 pound
111328,
111329,0.0 pound
111330,1.0 ounce
122352,0.9 pound
122351,
111320,2.0 pound
111331,2.0 kilogram
122354,
111295,16.0 pound
111268,
111269,
111271,
111272,
122360,5.3 ounce
111274,300.0 kilogram
111276,
111298,1.0 kilogram
111277,118.0 gram
111280,
111281,1.7 pound
122357,300.0 pound
111286,6.6 ounce
111288,1000.0 gram
111290,
111293,269.0 gram
122359,
111335,
111336,
111337,
111366,
111367,8.0 pound
111368,2.0 kilogram
111373,150.0 kilogram
111375,
122344,15.0 pound
111377,250.0 kilogram
111364,
111378,4.0 gram
122341,0.3 pound
111384,
111385,
111387,20.0 pound
122340,6.0 pound
111388,1.0 pound
111390,3.0 pound
111381,22.0 pound
111361,90.0 kilogram
111360,
122345,
111339,100.0 kilogram
111341,56.0 kilogram
111342,
111343,
111344,135.0 gram
111345,
122348,12.7 kilogram
111347,0.1 pound
111348,
111350,4.5 kilogram
111351,
111354,10.0 ounce
111355,540.0 gram
122347,96.0 gram
122346,30.0 gram
111356,44.0 pound
111357,
111266,20.0 kilogram
122339,4.0 kilogram
111265,4.0 gram
122363,16.0 gram
111189,14.0 ounce
111190,3.0 gram
122383,500.0 kilogram
122382,4.0 gram
111191,5.0 gram
122380,12.0 pound
111193,
122386,2.2 pound
111195,1.5 pound
111198,16.0 ounce
111199,10.0 pound
111200,
122378,3.6 pound
111201,4.0 pound
111202,240.0 gram
111203,750.0 gram
111197,10.0 pound
111205,1.0 pound
111188,
111186,
111165,700.0 pound
122393,
111167,
111168,20.0 pound
111172,8.0 kilogram
122389,3.6 kilogram
111174,
111187,1.5 kilogram
122388,6.0 pound
111177,
111179,3.3 pound
111180,
111181,150.0 kilogram
111183,0.2 pound
111185,1.2 kilogram
122387,3.4 ounce
111175,1.5 kilogram
111207,2.0 pound
111211,
111214,
111248,27.8 ounce
122369,
122366,
111250,13.0 gram
111251,0.0 gram
122365,2.6 kilogram
111252,287.0 gram
122372,
111253,2.4 pound
111256,1.2 kilogram
122364,
111258,
111259,
111260,9.0 ounce
111262,320.0 gram
111264,
111254,
111247,10.0 pound
111246,40.0 pound
111244,12.0 pound
111215,
111218,65.0 gram
111220,1.0 pound
111222,
111223,0.0 gram
122376,15.0 kilogram
111225,
111226,
111227,11.7 kilogram
111229,0.5 kilogram
111230,
122375,300.0 pound
111232,
111235,2.0 pound
111238,200.0 kilogram
111240,
122373,
122361,
112072,10.0 kilogram
111391,
111394,850.0 gram
111552,
111554,20.0 kilogram
111556,600.0 gram
111557,
111559,51.0 pound
111560,
122316,3.4 ounce
111550,
111562,
122315,
111564,380.0 gram
111565,1.0 pound
111566,1000.0 gram
111568,4.8 ounce
111571,
122312,8.0 kilogram
111563,
122310,
122317,
122318,
111519,18.0 pound
111521,9.4 kilogram
111523,440.0 pound
111526,
111529,43.0 pound
111530,120.0 gram
111531,1500.0 gram
111549,1.6 pound
111536,
111538,
111541,1.5 pound
111543,1.0 pound
111544,
111545,1.0 kilogram
111546,1.0 pound
111547,2.0 gram
111537,
111572,5.0 gram
111574,4.0 pound
122309,8.0 ounce
122299,
111608,128.0 gram
111609,
122297,
111611,160.0 gram
111614,
111615,
111606,
111619,2.0 gram
122295,
111621,
111623,850.0 gram
111625,2.0 pound
111627,
111629,200.0 kilogram
111631,
111620,0.4 pound
111603,2.2 ounce
111601,1.2 pound
111599,400.0 kilogram
111576,0.7 kilogram
122308,28.0 kilogram
111577,5.0 kilogram
111580,163.5 gram
111582,1.0 pound
122306,11.0 pound
122305,30.0 kilogram
122303,0.1 kilogram
111584,
111585,2.0 gram
122302,
111586,0.7 pound
111590,
111593,500.0 pound
111594,69.0 gram
111595,
111597,91.0 pound
111518,16.5 pound
111392,
111516,5.1 pound
111513,220.0 pound
111425,
111426,3.5 ounce
111429,
111430,6.3 ounce
111432,1398.0 gram
122330,17.5 gram
111433,660.0 pound
111422,
111435,6.0 ounce
111437,56.7 gram
111438,6.2 kilogram
111441,8.0 pound
122328,6004.0 pound
111442,0.8 pound
111445,
111446,2.4 gram
111436,320.0 gram
111448,
111421,32.0 gram
111417,35.0 kilogram
111395,2.2 pound
111396,
111397,20.1 ounce
111398,
111400,32.0 gram
111404,
111405,
111419,10.5 kilogram
122334,410.0 gram
111407,75.0 pound
122333,8.0 ounce
111408,
111411,3.0 kilogram
122332,315.0 gram
111413,12.0 ounce
111416,5.0 gram
111406,30.0 pound
111449,10.0 pound
111451,
111454,
111487,
122323,
111490,3.8 pound
111491,7.6 ounce
111493,2.7 pound
111494,220.0 pound
111496,4.0 ounce
111483,
111497,8.8 ounce
111499,20.0 pound
111502,165.0 gram
111503,2.0 gram
111504,220.0 pound
111506,10.0 pound
111508,1.0 gram
111510,
111498,
111480,
111479,
111477,12.5 kilogram
122327,
111457,
111458,1.0 kilogram
111459,4.0 gram
111460,6.4 kilogram
111461,2.0 gram
111463,1.6 kilogram
122326,152.0 gram
111464,300.0 kilogram
111466,220.0 pound
111469,5.0 gram
111470,
111471,
122324,0.4 pound
111472,225.0 gram
111473,24.0 pound
111475,8.0 ounce
122322,1.3 pound
111163,
122189,42.0 gram
112074,
112669,5.0 kilogram
112670,340.0 gram
112672,3.0 kilogram
112675,
112676,
112677,0.2 kilogram
112679,1.0 ounce
112667,730.0 pound
112681,500.0 gram
112682,
112684,3.0 pound
122024,1.2 kilogram
112686,2.5 kilogram
112688,6.0 kilogram
112690,
112693,
122026,
112695,
112666,
122028,1.4 pound
112637,0.1 ounce
112640,24.0 gram
122030,
112642,
112643,2.4 pound
112644,
112645,
112665,194.0 gram
112646,
112648,0.9 kilogram
112649,400.0 gram
122029,1.0 pound
112653,
112655,
112662,
112664,
112647,109.0 gram
112632,196.0 gram
112696,
112698,330.0 pound
112727,4455.0 gram
112728,
112730,13.8 pound
112731,6.0 kilogram
112732,2.0 ounce
112733,18.0 pound
112734,3.6 pound
122013,1.5 pound
112735,22.0 gram
112737,3.2 pound
122012,
